Cycle	PhoneInhib	PhoneSum	PhoneSumPos	LexInhib	LexSum	LexSumPos	PWsum	WPsum	Item	Phase	Form	Critical	Set
3	0.000000	-49.494727	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	WORD	PRE	art^st	s	A
4	0.000000	-49.471207	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	WORD	PRE	art^st	s	A
5	0.000000	-49.415096	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	WORD	PRE	art^st	s	A
6	0.000000	-49.315582	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	WORD	PRE	art^st	s	A
7	0.000000	-49.164341	0.043077	0.000000	-70.289998	0.000000	0.000000	0.000000	WORD	PRE	art^st	s	A
8	0.099939	-48.979369	0.189763	0.000000	-70.285855	0.000000	0.004103	0.000000	WORD	PRE	art^st	s	A
9	0.435828	-48.830686	0.364373	0.000000	-70.267941	0.000000	0.017964	0.000000	WORD	PRE	art^st	s	A
10	0.818750	-48.723603	0.576936	0.000000	-70.234874	0.018483	0.034047	0.000000	WORD	PRE	art^st	s	A
11	1.294331	-48.665496	0.774007	0.006096	-70.185819	0.064397	0.053859	0.000525	WORD	PRE	art^st	s	A
12	1.737725	-48.609433	0.944309	0.051479	-70.135004	0.126766	0.072287	0.001770	WORD	PRE	art^st	s	A
13	2.121907	-48.489774	1.086289	0.182521	-70.110597	0.198417	0.088237	0.003474	WORD	PRE	art^st	s	A
14	2.442692	-48.230931	1.255122	0.438903	-70.150974	0.281245	0.101547	0.005436	WORD	PRE	art^st	s	A
15	2.827642	-47.911786	1.641638	0.846722	-70.108355	0.367998	0.444148	0.007713	WORD	PRE	art^st	s	A
16	3.719143	-47.792458	2.023323	1.417037	-69.268771	0.455577	1.875071	0.010099	WORD	PRE	art^st	s	A
17	4.600701	-47.814866	2.410286	2.143143	-67.449111	0.831625	3.531254	0.012510	WORD	PRE	art^st	s	A
18	5.495562	-47.965375	2.688550	3.295413	-64.830345	2.521943	5.305627	0.047677	WORD	PRE	art^st	s	A
19	6.139137	-48.022740	2.927002	10.541642	-64.960384	3.938501	6.621114	0.237244	WORD	PRE	art^st	s	A
20	6.691113	-47.968284	3.252218	22.828212	-68.998407	4.323379	7.893880	0.390829	WORD	PRE	art^st	s	A
21	7.445047	-48.053358	3.547650	29.155445	-73.966163	4.755079	10.012316	0.419282	WORD	PRE	art^st	s	A
22	8.130466	-48.246286	3.791357	37.765419	-80.571874	5.056258	12.070079	0.455446	WORD	PRE	art^st	s	A
23	8.696397	-48.502034	3.985246	46.646915	-88.761999	5.308829	13.901171	0.477346	WORD	PRE	art^st	s	A
24	9.147203	-48.750454	4.114705	57.329668	-98.976343	5.425095	15.415938	0.496941	WORD	PRE	art^st	s	A
25	9.448933	-48.900397	4.215274	68.716874	-111.301975	5.395221	16.538747	0.500908	WORD	PRE	art^st	s	A
26	9.683996	-48.897169	4.362594	79.468257	-125.329177	5.248746	17.521310	0.489474	WORD	PRE	art^st	s	A
27	10.027840	-48.878886	4.642182	89.752293	-140.552043	5.113230	18.903573	0.468236	WORD	PRE	art^st	s	A
28	10.678834	-49.036721	4.876625	100.737240	-156.749456	5.027889	20.994896	0.451715	WORD	PRE	art^st	s	A
29	11.225354	-49.309450	5.104906	112.282279	-173.944973	4.965001	22.777349	0.443282	WORD	PRE	art^st	s	A
30	11.757812	-49.681891	5.219651	122.986669	-191.722087	4.968159	24.468137	0.435349	WORD	PRE	art^st	s	A
31	12.027085	-50.009655	5.294920	132.954969	-209.893982	4.921913	25.504461	0.432082	WORD	PRE	art^st	s	A
32	12.204968	-50.212533	5.379807	141.789590	-228.083239	4.861041	26.385096	0.423628	WORD	PRE	art^st	s	A
33	12.405344	-50.352904	5.517220	150.507276	-246.122725	4.795883	27.495558	0.413281	WORD	PRE	art^st	s	A
34	12.727746	-50.524392	5.722867	159.505830	-263.911618	4.712430	29.093853	0.404501	WORD	PRE	art^st	s	A
35	13.208598	-50.809244	5.930960	168.897834	-281.431401	4.608582	31.050602	0.395211	WORD	PRE	art^st	s	A
36	13.695262	-51.214193	6.077588	178.574754	-298.734631	4.482258	32.975305	0.384778	WORD	PRE	art^st	s	A
37	14.039450	-51.661095	6.152373	188.279899	-315.911117	4.376110	34.428090	0.372375	WORD	PRE	art^st	s	A
38	14.217076	-52.036554	6.239472	197.880125	-333.019409	4.310874	35.367249	0.361906	WORD	PRE	art^st	s	A
39	14.423376	-52.361851	6.406328	207.179413	-349.944449	4.271122	36.331040	0.355239	WORD	PRE	art^st	s	A
40	14.814808	-52.706114	6.583755	216.833263	-366.660290	4.220754	37.569971	0.351607	WORD	PRE	art^st	s	A
41	15.230849	-53.058573	6.781891	227.487062	-383.347491	4.167541	38.717026	0.347356	WORD	PRE	art^st	s	A
42	15.695016	-53.426595	6.987362	239.110053	-400.123998	4.118720	39.881632	0.342621	WORD	PRE	art^st	s	A
43	16.176272	-53.780174	7.192785	251.561950	-417.027673	4.063213	41.214410	0.338134	WORD	PRE	art^st	s	A
44	16.657404	-54.088723	7.424345	264.766350	-434.058525	4.012128	42.695206	0.333330	WORD	PRE	art^st	s	A
45	17.199104	-54.444534	7.673530	278.621087	-451.139657	3.959716	44.542241	0.329490	WORD	PRE	art^st	s	A
46	17.781624	-54.909478	7.864694	293.214905	-468.220128	3.887577	46.570839	0.325829	WORD	PRE	art^st	s	A
47	18.229460	-55.447087	8.028386	308.232500	-485.325730	3.813214	48.228523	0.320781	WORD	PRE	art^st	s	A
48	18.613489	-56.054262	8.137399	322.938912	-502.322258	3.735056	49.690328	0.316440	WORD	PRE	art^st	s	A
49	18.870591	-56.701405	8.187525	336.701566	-519.029912	3.661519	50.778239	0.312503	WORD	PRE	art^st	s	A
50	18.991000	-57.330322	8.234681	349.155055	-535.230214	3.574757	51.490780	0.309367	WORD	PRE	art^st	s	A
51	19.104444	-57.948722	8.292895	360.268905	-550.734248	3.485757	52.005757	0.305219	WORD	PRE	art^st	s	A
52	19.239515	-58.561950	8.386627	370.089379	-565.438084	3.386860	52.231118	0.300950	WORD	PRE	art^st	s	A
53	19.456975	-59.196102	8.476376	378.690269	-579.270096	3.293242	52.234852	0.295791	WORD	PRE	art^st	s	A
54	19.665193	-59.858329	8.540809	386.184364	-592.166923	3.226491	52.152652	0.291198	WORD	PRE	art^st	s	A
55	19.814676	-60.539196	8.584494	392.701613	-604.120617	3.177068	51.975473	0.289122	WORD	PRE	art^st	s	A
56	19.916026	-61.228020	8.608624	398.349615	-615.127530	3.175406	51.774903	0.287724	WORD	PRE	art^st	s	A
57	19.972006	-61.907226	8.633725	403.361779	-625.223833	3.181971	51.549235	0.289904	WORD	PRE	art^st	s	A
58	20.030241	-62.577080	8.651541	407.966928	-634.494371	3.200013	51.337481	0.292012	WORD	PRE	art^st	s	A
59	20.071574	-63.232244	8.656991	412.172747	-643.025991	3.256296	51.110988	0.295253	WORD	PRE	art^st	s	A
60	20.084218	-63.863357	8.665004	416.003320	-650.910900	3.295383	50.845798	0.302438	WORD	PRE	art^st	s	A
61	20.102809	-64.471326	8.662098	419.410580	-658.212705	3.314095	50.626937	0.307384	WORD	PRE	art^st	s	A
62	20.096067	-65.053642	8.647110	422.299966	-664.975219	3.311187	50.373195	0.309793	WORD	PRE	art^st	s	A
63	20.061294	-65.608175	8.623569	424.582976	-671.220039	3.287142	50.076175	0.309585	WORD	PRE	art^st	s	A
64	20.006679	-66.134662	8.599231	426.218707	-676.956241	3.246900	49.744373	0.306863	WORD	PRE	art^st	s	A
65	19.950216	-66.635331	8.565736	427.210461	-682.189591	3.206047	49.390907	0.302034	WORD	PRE	art^st	s	A
66	19.872508	-67.109565	8.524686	427.566284	-686.923302	3.174803	48.998662	0.296221	WORD	PRE	art^st	s	A
67	19.777270	-67.556628	8.477693	427.322216	-691.179768	3.137694	48.575492	0.290643	WORD	PRE	art^st	s	A
68	19.668247	-67.977115	8.430485	426.527032	-694.985844	3.094642	48.130360	0.284437	WORD	PRE	art^st	s	A
69	19.558726	-68.373378	8.382068	425.243356	-698.366877	3.045859	47.696629	0.277626	WORD	PRE	art^st	s	A
70	19.446398	-68.747408	8.328593	423.519757	-701.350407	2.991639	47.265431	0.270237	WORD	PRE	art^st	s	A
71	19.322334	-69.099962	8.270592	421.390509	-703.966355	2.938376	46.810780	0.262290	WORD	PRE	art^st	s	A
72	19.187774	-69.431293	8.208658	418.881086	-706.242167	2.894054	46.334863	0.254671	WORD	PRE	art^st	s	A
73	19.044086	-69.741608	8.143371	416.007327	-708.200831	2.874189	45.840534	0.248103	WORD	PRE	art^st	s	A
74	18.892619	-70.029821	8.075379	412.778287	-709.859133	2.863061	45.330926	0.244488	WORD	PRE	art^st	s	A
75	18.734880	-70.296625	8.005092	409.198355	-711.226254	2.849470	44.810126	0.241527	WORD	PRE	art^st	s	A
76	18.571812	-70.543245	7.932760	405.312594	-712.312061	2.834776	44.280397	0.238319	WORD	PRE	art^st	s	A
77	18.404002	-70.770691	7.858769	401.149769	-713.125553	2.823400	43.742838	0.234960	WORD	PRE	art^st	s	A
78	18.232343	-70.979966	7.783438	396.872186	-713.687841	2.809434	43.199827	0.231839	WORD	PRE	art^st	s	A
79	18.057576	-71.172229	7.706901	392.651246	-714.031450	2.793169	42.653143	0.228466	WORD	PRE	art^st	s	A
80	17.880009	-71.348549	7.629283	388.636255	-714.197081	2.774880	42.103215	0.224880	WORD	PRE	art^st	s	A
81	17.699936	-71.509911	7.550708	384.940610	-714.229583	2.756117	41.550498	0.221119	WORD	PRE	art^st	s	A
82	17.517641	-71.657217	7.471298	381.644165	-714.174713	2.737669	40.995473	0.217259	WORD	PRE	art^st	s	A
83	17.333411	-71.791276	7.391190	378.794323	-714.076390	2.721160	40.438644	0.213380	WORD	PRE	art^st	s	A
84	17.147560	-71.912795	7.310553	376.405326	-713.974138	2.703440	39.880662	0.209625	WORD	PRE	art^st	s	A
85	16.960484	-72.022505	7.229488	374.468310	-713.901677	2.684767	39.322503	0.205835	WORD	PRE	art^st	s	A
86	16.772413	-72.121079	7.154986	372.953548	-713.885885	2.665381	38.764649	0.202048	WORD	PRE	art^st	s	A
87	16.599567	-72.210722	7.079575	371.812839	-713.939443	2.645565	38.267993	0.198296	WORD	PRE	art^st	s	A
88	16.424613	-72.291607	7.003520	371.023452	-714.078721	2.625523	37.767831	0.194617	WORD	PRE	art^st	s	A
89	16.248167	-72.364021	6.926987	370.504068	-714.310419	2.605480	37.266080	0.191033	WORD	PRE	art^st	s	A
90	16.070609	-72.428250	6.850125	370.177496	-714.633296	2.585987	36.763815	0.187562	WORD	PRE	art^st	s	A
91	15.892290	-72.484568	6.773078	369.972123	-715.039720	2.577002	36.262033	0.184232	WORD	PRE	art^st	s	A
92	15.713541	-72.532575	6.696619	369.762774	-715.511312	2.574729	35.761649	0.182816	WORD	PRE	art^st	s	A
93	15.536155	-72.572288	6.621235	369.264154	-716.004351	2.571520	35.267765	0.182656	WORD	PRE	art^st	s	A
94	15.361264	-72.604291	6.546927	368.506027	-716.484234	2.567493	34.783790	0.182433	WORD	PRE	art^st	s	A
95	15.188871	-72.629149	6.473665	367.544589	-716.927049	2.562745	34.309639	0.182158	WORD	PRE	art^st	s	A
96	15.018902	-72.647379	6.403062	366.423267	-717.316747	2.557361	33.845005	0.181841	WORD	PRE	art^st	s	A
97	14.855104	-72.660005	6.343523	365.175536	-717.642882	2.551489	33.389771	0.181490	WORD	PRE	art^st	s	A
98	14.716974	-72.669883	6.291060	363.831881	-717.893350	2.545315	33.013106	0.181112	WORD	PRE	art^st	s	A
99	14.595259	-72.678599	6.242772	362.463614	-718.066927	2.538901	32.695554	0.180724	WORD	PRE	art^st	s	A
100	14.483230	-72.686968	6.197274	361.110693	-718.168617	2.532282	32.416861	0.180335	WORD	PRE	art^st	s	A
101	14.377675	-72.695452	6.151397	359.788592	-718.205355	2.525474	32.164768	0.179948	WORD	PRE	art^st	s	A
102	14.271240	-72.703790	6.105211	358.502123	-718.186100	2.518475	31.911102	0.179564	WORD	PRE	art^st	s	A
103	14.164090	-72.711730	6.058790	357.237466	-718.117203	2.511281	31.656334	0.179180	WORD	PRE	art^st	s	A
104	14.056392	-72.719087	6.012183	355.984255	-718.003143	2.503896	31.400897	0.178795	WORD	PRE	art^st	s	A
105	13.948264	-72.725707	5.965434	354.735082	-717.847130	2.496322	31.145139	0.178408	WORD	PRE	art^st	s	A
106	13.839807	-72.731452	5.918582	353.484312	-717.651450	2.488563	30.889357	0.178016	WORD	PRE	art^st	s	A
107	13.731111	-72.736206	5.871661	352.228061	-717.417786	2.480623	30.633812	0.177620	WORD	PRE	art^st	s	A
108	13.622254	-72.739862	5.824706	350.963605	-717.147407	2.472508	30.378731	0.177218	WORD	PRE	art^st	s	A
109	13.513317	-72.742305	5.777755	349.688981	-716.841305	2.464224	30.124341	0.176812	WORD	PRE	art^st	s	A
110	13.404391	-72.743473	5.730830	348.403061	-716.500308	2.455774	29.870919	0.176400	WORD	PRE	art^st	s	A
111	13.295525	-72.743311	5.683947	347.105181	-716.125146	2.447165	29.618593	0.175982	WORD	PRE	art^st	s	A
1	0.000000	-49.500001	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	NON	PRE	karpad	a	A
2	0.000000	-49.500001	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	NON	PRE	karpad	a	A
3	0.000000	-49.494727	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	NON	PRE	karpad	a	A
4	0.000000	-49.471207	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	NON	PRE	karpad	a	A
5	0.000000	-49.415096	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	NON	PRE	karpad	a	A
6	0.000000	-49.315582	0.000000	0.000000	-70.289998	0.000000	0.000000	0.000000	NON	PRE	karpad	a	A
7	0.000000	-49.164341	0.043077	0.000000	-70.289998	0.000000	0.000000	0.000000	NON	PRE	karpad	a	A
8	0.099939	-48.979369	0.189763	0.000000	-70.285855	0.000000	0.004103	0.000000	NON	PRE	karpad	a	A
9	0.435828	-48.830009	0.364373	0.000000	-70.267941	0.000000	0.017964	0.000000	NON	PRE	karpad	a	A
10	0.818750	-48.719941	0.576936	0.000000	-70.234874	0.018483	0.034047	0.000000	NON	PRE	karpad	a	A
11	1.294331	-48.662920	0.774007	0.006096	-70.185819	0.064397	0.053859	0.000525	NON	PRE	karpad	a	A
12	1.737725	-48.608384	0.944309	0.051479	-70.135004	0.126766	0.072287	0.001770	NON	PRE	karpad	a	A
13	2.121907	-48.486558	1.086289	0.182521	-70.110597	0.198417	0.088237	0.003474	NON	PRE	karpad	a	A
14	2.442692	-48.210029	1.253144	0.438903	-70.150974	0.281245	0.101547	0.005436	NON	PRE	karpad	a	A
15	2.823052	-47.892919	1.561043	0.846722	-70.176227	0.367998	0.279369	0.007713	NON	PRE	karpad	a	A
16	3.532162	-47.719642	1.900282	1.417037	-69.884477	0.455583	0.913878	0.010099	NON	PRE	karpad	a	A
17	4.315245	-47.732506	2.193214	2.143188	-69.139193	0.845550	1.812004	0.012510	NON	PRE	karpad	a	A
18	4.991954	-47.844255	2.413485	3.535227	-68.334375	1.895148	2.595909	0.048222	NON	PRE	karpad	a	A
19	5.500986	-47.899811	2.555333	9.837297	-69.452772	2.952775	3.213570	0.156195	NON	PRE	karpad	a	A
20	5.828841	-47.762401	2.704023	21.360133	-74.053678	3.535763	3.565352	0.263573	NON	PRE	karpad	a	A
21	6.173233	-47.530178	3.026742	31.496605	-81.228962	3.871651	4.146018	0.316673	NON	PRE	karpad	a	A
22	6.921951	-47.429935	3.393945	39.877798	-89.855783	4.162582	5.832572	0.342708	NON	PRE	karpad	a	A
23	7.774384	-47.500039	3.752545	48.662928	-99.781686	4.401270	7.962052	0.364197	NON	PRE	karpad	a	A
24	8.607317	-47.711024	4.021652	57.868142	-110.975575	4.568845	10.112995	0.381275	NON	PRE	karpad	a	A
25	9.233032	-47.965506	4.232743	66.805668	-123.311364	4.674891	11.849050	0.392047	NON	PRE	karpad	a	A
26	9.724512	-48.204191	4.513935	75.220979	-136.546064	4.729458	13.353969	0.397742	NON	PRE	karpad	a	A
27	10.378959	-48.538328	4.752413	83.036837	-150.212568	4.768612	15.424146	0.399901	NON	PRE	karpad	a	A
28	10.934603	-48.938953	4.959492	91.350435	-164.390321	4.763103	17.306831	0.401440	NON	PRE	karpad	a	A
29	11.417666	-49.376810	5.109546	99.706401	-179.022618	4.732251	18.979604	0.399359	NON	PRE	karpad	a	A
30	11.768673	-49.773607	5.224649	108.324785	-194.148640	4.703758	20.287505	0.395599	NON	PRE	karpad	a	A
31	12.038811	-50.067556	5.358133	117.102909	-209.739185	4.632868	21.363881	0.391432	NON	PRE	karpad	a	A
32	12.351790	-50.252828	5.501398	126.181377	-225.707743	4.554721	22.529936	0.383156	NON	PRE	karpad	a	A
33	12.687640	-50.400767	5.705816	135.886759	-242.056359	4.471700	23.756692	0.375558	NON	PRE	karpad	a	A
34	13.165526	-50.623869	5.904491	145.929924	-258.653113	4.404501	25.291168	0.368141	NON	PRE	karpad	a	A
35	13.630236	-50.927965	6.110161	156.335412	-275.478673	4.329858	26.737479	0.363385	NON	PRE	karpad	a	A
36	14.111308	-51.329990	6.220336	166.663123	-292.393451	4.231114	28.222975	0.358743	NON	PRE	karpad	a	A
37	14.370955	-51.703201	6.262501	176.884922	-309.405405	4.127438	29.160033	0.351868	NON	PRE	karpad	a	A
38	14.472927	-51.923260	6.328001	186.394828	-326.368832	4.028917	29.671589	0.344326	NON	PRE	karpad	a	A
39	14.629139	-52.074957	6.530595	195.113501	-342.994115	3.945977	30.464379	0.336923	NON	PRE	karpad	a	A
40	15.103504	-52.322140	6.785073	203.588802	-359.008841	3.855455	32.211651	0.330685	NON	PRE	karpad	a	A
41	15.698324	-52.708541	7.010259	212.339907	-374.404994	3.750944	34.266182	0.323822	NON	PRE	karpad	a	A
42	16.225267	-53.189351	7.132702	221.396763	-389.328139	3.648085	36.040350	0.315779	NON	PRE	karpad	a	A
43	16.513918	-53.632491	7.171635	230.186193	-403.911075	3.567714	37.105688	0.308686	NON	PRE	karpad	a	A
44	16.608792	-53.903353	7.231952	238.081945	-418.128203	3.523720	37.609758	0.304007	NON	PRE	karpad	a	A
45	16.753209	-54.096385	7.398260	245.114791	-431.817396	3.472504	38.278775	0.301855	NON	PRE	karpad	a	A
46	17.143451	-54.358742	7.649341	252.088682	-444.889067	3.419027	39.542751	0.298996	NON	PRE	karpad	a	A
47	17.730298	-54.805675	7.828718	259.562582	-457.428564	3.377934	41.031337	0.295971	NON	PRE	karpad	a	A
48	18.150718	-55.382292	7.903770	267.163171	-469.568314	3.337657	42.072888	0.294056	NON	PRE	karpad	a	A
49	18.329033	-55.992666	7.924719	274.478378	-481.362014	3.288676	42.554829	0.291972	NON	PRE	karpad	a	A
50	18.381755	-56.575791	7.953381	281.159933	-492.781033	3.237624	42.758181	0.288954	NON	PRE	karpad	a	A
51	18.451845	-57.151271	8.008330	287.062883	-503.756537	3.190292	42.856827	0.285723	NON	PRE	karpad	a	A
52	18.579324	-57.731205	8.101022	292.117780	-514.226372	3.136976	42.804934	0.282625	NON	PRE	karpad	a	A
53	18.794371	-58.343152	8.184097	296.317751	-524.123521	3.079283	42.642012	0.278785	NON	PRE	karpad	a	A
54	18.987104	-58.990907	8.236717	299.694734	-533.398483	3.038380	42.392072	0.274268	NON	PRE	karpad	a	A
55	19.109184	-59.660850	8.260083	302.315277	-542.028424	3.109697	42.036880	0.270455	NON	PRE	karpad	a	A
56	19.163393	-60.330598	8.260654	304.416987	-550.045596	3.226354	41.616057	0.276324	NON	PRE	karpad	a	A
57	19.164717	-60.983561	8.271019	306.375229	-557.565959	3.333963	41.155565	0.285591	NON	PRE	karpad	a	A
58	19.188763	-61.626438	8.278817	308.205557	-564.669926	3.433494	40.795326	0.293492	NON	PRE	karpad	a	A
59	19.206855	-62.256261	8.275188	309.948102	-571.425897	3.510230	40.461086	0.300353	NON	PRE	karpad	a	A
60	19.198435	-62.866644	8.263003	311.721476	-577.906925	3.560718	40.110286	0.304692	NON	PRE	karpad	a	A
61	19.170167	-63.454490	8.240185	313.414302	-584.143825	3.585810	39.746901	0.306263	NON	PRE	karpad	a	A
62	19.117229	-64.017086	8.206134	314.962169	-590.144214	3.587577	39.358138	0.305207	NON	PRE	karpad	a	A
63	19.038231	-64.552117	8.168747	316.358950	-595.902658	3.573137	38.940037	0.301781	NON	PRE	karpad	a	A
64	18.951492	-65.060059	8.136465	317.687385	-601.427076	3.553170	38.520752	0.296852	NON	PRE	karpad	a	A
65	18.876598	-65.543441	8.097323	318.946387	-606.721182	3.520565	38.157232	0.291599	NON	PRE	karpad	a	A
66	18.785788	-66.001562	8.051413	320.205123	-611.803192	3.473317	37.779861	0.285214	NON	PRE	karpad	a	A
67	18.679278	-66.434379	8.002717	321.476606	-616.690183	3.412045	37.383712	0.277492	NON	PRE	karpad	a	A
68	18.566304	-66.843399	7.957830	322.759140	-621.388470	3.342214	36.998727	0.268530	NON	PRE	karpad	a	A
69	18.462165	-67.232055	7.913153	324.152959	-625.920157	3.265251	36.675401	0.258920	NON	PRE	karpad	a	A
70	18.358514	-67.602202	7.862333	325.687586	-630.319899	3.201667	36.356688	0.248811	NON	PRE	karpad	a	A
71	18.240612	-67.951994	7.806715	327.275434	-634.611464	3.146619	36.015520	0.240373	NON	PRE	karpad	a	A
72	18.111577	-68.281061	7.747068	328.812715	-638.799299	3.098245	35.657386	0.232858	NON	PRE	karpad	a	A
73	17.973198	-68.589250	7.685142	330.186705	-642.873931	3.050577	35.285383	0.226872	NON	PRE	karpad	a	A
74	17.829529	-68.877155	7.628945	331.174909	-646.801486	2.997753	34.910172	0.221547	NON	PRE	karpad	a	A
75	17.699153	-69.148173	7.570001	331.844735	-650.554039	2.940322	34.588671	0.215815	NON	PRE	karpad	a	A
76	17.562403	-69.402909	7.508685	332.275550	-654.126997	2.878723	34.256865	0.209726	NON	PRE	karpad	a	A
77	17.420149	-69.642026	7.445327	332.527453	-657.524512	2.838081	33.916279	0.203321	NON	PRE	karpad	a	A
78	17.273157	-69.864975	7.380417	332.629403	-660.752857	2.822576	33.568258	0.199339	NON	PRE	karpad	a	A
79	17.122568	-70.071658	7.314409	332.531235	-663.805211	2.808274	33.214792	0.197767	NON	PRE	karpad	a	A
80	16.969429	-70.262901	7.247495	332.240189	-666.674590	2.793767	32.857670	0.196284	NON	PRE	karpad	a	A
81	16.814189	-70.439528	7.179830	331.776172	-669.356703	2.782457	32.497605	0.194808	NON	PRE	karpad	a	A
82	16.657206	-70.602206	7.111665	331.154450	-671.849539	2.771424	32.135145	0.193660	NON	PRE	karpad	a	A
83	16.499062	-70.751694	7.043131	330.382460	-674.152212	2.760951	31.771580	0.192580	NON	PRE	karpad	a	A
84	16.340065	-70.888749	6.974310	329.481632	-676.266081	2.749436	31.407448	0.191492	NON	PRE	karpad	a	A
85	16.180398	-71.014087	6.905266	328.491921	-678.196658	2.737961	31.042920	0.190365	NON	PRE	karpad	a	A
86	16.020216	-71.128356	6.836078	327.426323	-679.950291	2.726877	30.678164	0.189260	NON	PRE	karpad	a	A
87	15.859701	-71.232160	6.772429	326.290264	-681.533278	2.715022	30.313481	0.188199	NON	PRE	karpad	a	A
88	15.712034	-71.327323	6.720868	325.089389	-682.949026	2.702601	29.972521	0.187112	NON	PRE	karpad	a	A
89	15.592414	-71.417210	6.672963	323.870089	-684.200366	2.689741	29.692657	0.186018	NON	PRE	karpad	a	A
90	15.481273	-71.502956	6.623418	322.674590	-685.300001	2.676463	29.429388	0.184930	NON	PRE	karpad	a	A
91	15.366330	-71.584308	6.572415	321.492424	-686.261743	2.662774	29.157431	0.183846	NON	PRE	karpad	a	A
92	15.248002	-71.661074	6.520111	320.303809	-687.095747	2.648688	28.877775	0.182762	NON	PRE	karpad	a	A
93	15.126657	-71.733031	6.466732	319.093858	-687.809542	2.634227	28.591289	0.181675	NON	PRE	karpad	a	A
94	15.002819	-71.800090	6.412426	317.851392	-688.408779	2.619419	28.298741	0.180584	NON	PRE	karpad	a	A
95	14.876829	-71.862235	6.357297	316.568207	-688.897799	2.604296	28.000801	0.179488	NON	PRE	karpad	a	A
96	14.748928	-71.919475	6.302720	315.238357	-689.280044	2.588888	27.698055	0.178387	NON	PRE	karpad	a	A
97	14.622310	-71.972278	6.249378	313.857446	-689.558256	2.574176	27.391143	0.177281	NON	PRE	karpad	a	A
98	14.498557	-72.021183	6.195479	312.425567	-689.735259	2.559932	27.080570	0.176223	NON	PRE	karpad	a	A
99	14.373510	-72.065974	6.141312	310.944291	-689.814221	2.545636	26.767694	0.175196	NON	PRE	karpad	a	A
100	14.247842	-72.106686	6.086968	309.412266	-689.797773	2.531302	26.454640	0.174170	NON	PRE	karpad	a	A
101	14.121764	-72.143396	6.032504	307.830430	-689.688450	2.516943	26.141932	0.173147	NON	PRE	karpad	a	A
102	13.995409	-72.176176	5.977976	306.199958	-689.488732	2.502567	25.829859	0.172127	NON	PRE	karpad	a	A
103	13.868904	-72.205078	5.923441	304.522148	-689.201044	2.488184	25.518683	0.171110	NON	PRE	karpad	a	A
104	13.742384	-72.230201	5.868940	302.798329	-688.827752	2.473803	25.208651	0.170097	NON	PRE	karpad	a	A
105	13.615939	-72.251647	5.814506	301.029953	-688.371160	2.459430	24.899963	0.169089	NON	PRE	karpad	a	A
